사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-01,9호선,4105,마곡나루,5,0,"3,639",669,"8,490","6,101","25,189","9,274","28,133","32,615","13,716","17,455","10,240","10,246","10,750","9,237","12,682","10,164","13,150","10,787","12,971","11,709","14,515","12,016","16,468","13,725","23,042","19,164","32,253","30,269","15,948","29,925","13,579","17,816","13,639","15,399","11,742","16,006","6,327","11,129",979,"4,151",10,191,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4106,양천향교,10,0,"4,287",874,"8,877","5,513","26,433","7,896","27,910","34,709","15,289","12,869","11,625","7,456","11,903","7,429","12,795","8,964","12,487","9,294","12,005","10,902","13,047","10,841","14,398","12,132","17,814","16,070","28,594","23,819","11,449","24,771","7,657","16,914","6,537","13,968","4,219","15,795","1,973","11,195",443,"3,593",5,36,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4107,가양,88,0,"13,685","1,507","22,889","8,408","72,193","20,684","76,521","39,895","43,692","25,630","32,039","17,776","31,187","18,849","32,585","19,741","31,191","24,156","28,405","26,745","28,935","28,620","30,726","35,157","39,197","41,231","44,843","64,680","22,167","64,561","16,057","39,573","14,083","35,891","10,926","34,979","4,613","22,818",773,"7,981",4,266,1,1,0,0,2020-02-03 12:20:06
2020-01,9호선,4108,증미,1,0,"2,092",731,"6,462","2,812","18,775","6,854","19,913","32,681","10,973","10,531","9,033","7,575","9,210","7,185","9,429","8,019","10,095","8,955","9,781","9,238","10,451","11,299","11,026","10,961","13,849","12,034","29,313","19,267","9,665","18,382","6,531","9,893","5,568","9,208","4,337","8,166","1,708","5,705",203,"1,746",2,29,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4109,등촌,18,3,"4,887",781,"11,788","4,627","34,863","6,994","44,868","16,905","21,571","11,672","16,719","9,558","16,639","10,129","16,317","11,492","16,219","13,543","15,422","14,114","15,818","18,327","16,565","19,118","17,483","23,434","19,487","36,450","9,707","36,151","7,592","20,716","6,236","16,767","5,030","16,714","2,685","10,978",594,"3,329",3,40,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4110,염창,7,0,"10,226",571,"23,640","4,601","71,901","7,519","81,444","21,702","43,533","12,313","28,033","10,465","25,080","11,175","25,738","14,004","24,599","15,555","21,110","17,455","19,673","22,331","19,861","26,466","23,012","37,951","27,557","62,474","14,588","65,196","11,089","40,288","9,802","35,334","7,680","35,659","4,009","23,895",716,"7,550",11,"1,017",0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4111,신목동,1,0,"1,735",344,"5,162","1,672","17,162","2,363","17,754","4,974","8,357","3,195","5,828","2,311","5,698","2,865","5,588","3,551","5,449","4,209","4,759","4,069","4,705","4,368","5,293","5,983","6,432","7,321","6,545","13,330","3,231","11,664","2,452","7,203","2,048","7,304","2,011","7,107",757,"4,425",195,"1,764",1,143,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4112,선유도,2,0,"2,057","1,459","4,850","4,588","17,228","9,532","20,289","36,574","9,732","14,400","7,535","6,490","7,948","6,643","8,632","6,467","8,322","7,391","8,494","7,314","8,862","7,953","11,090","9,366","17,906","10,814","33,503","17,378","12,670","15,249","7,233","8,828","6,494","7,653","4,944","7,433","2,043","4,957",402,"1,938",2,30,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4113,당산,15,0,"7,031","1,589","16,925","7,105","48,111","13,529","60,216","40,752","34,575","23,137","25,731","17,062","26,361","18,460","28,580","19,471","27,501","21,496","25,672","22,346","25,987","24,657","28,134","28,627","35,706","40,430","47,726","63,164","27,488","54,516","21,054","33,863","20,419","31,662","17,936","33,378","9,752","21,686","1,875","6,327",14,406,0,6,0,0,2020-02-03 12:20:06
2020-01,9호선,4114,국회의사당,6,0,"1,239","1,616","2,279","9,053","4,008","39,591","6,475","150,990","7,104","60,964","8,525","25,010","13,116","17,767","15,945","17,687","17,457","18,866","21,408","14,847","23,664","12,448","29,420","11,553","58,435","13,378","114,619","14,109","40,102","9,093","25,515","5,719","25,806","4,764","18,323","4,201","6,275","2,819",984,798,3,4,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4115,여의도,10,0,"2,217","1,963","4,104","20,812","8,689","111,490","11,353","153,410","11,217","59,622","12,114","24,017","17,748","24,608","18,273","21,866","23,210","24,176","24,778","21,394","30,601","20,237","40,965","19,536","103,638","21,730","139,993","26,398","60,498","18,983","42,443","10,745","40,622","9,025","28,309","8,572","9,755","5,198","1,508","2,103",3,274,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4116,샛강,9,0,"1,076",821,"2,058","4,602","4,098","12,402","5,936","29,345","4,460","13,053","4,402","8,294","5,515","7,861","6,104","7,396","7,139","7,799","7,799","7,764","9,234","6,782","10,604","7,424","17,497","9,198","27,251","12,737","11,075","8,367","9,176","4,790","8,111","3,739","6,322","3,891","3,139","2,304",724,980,3,20,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4117,노량진,161,2,"13,803","2,598","21,717","22,490","57,113","53,812","91,757","80,661","51,660","44,869","34,463","31,097","35,087","32,714","41,709","43,084","49,607","46,300","42,914","39,753","42,395","44,060","45,589","50,542","57,084","66,563","72,531","102,552","40,436","74,343","41,634","46,334","49,411","43,644","64,838","42,900","20,629","28,290","1,935","7,358",18,58,0,12,0,0,2020-02-03 12:20:06
2020-01,9호선,4118,노들,21,0,"3,311",207,"4,975","1,185","15,174","2,103","20,716","3,738","12,109","3,602","8,478","4,303","7,272","3,487","7,731","4,387","7,937","5,264","6,644","5,377","6,428","7,282","6,336","7,559","6,964","9,343","6,667","15,175","4,042","12,677","3,104","7,828","2,556","7,850","1,928","7,442",893,"4,770",186,"1,346",3,7,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4119,흑석(중앙대입구),9,0,"3,025",845,"5,552","4,658","15,268","10,660","22,821","16,839","15,459","15,579","13,815","13,334","14,260","11,158","15,813","13,037","15,048","14,598","14,810","12,706","16,256","15,173","17,722","16,249","22,659","19,297","18,958","28,168","11,520","22,446","9,727","14,160","8,720","12,493","8,337","12,585","4,473","9,326",779,"2,816",4,63,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4120,동작(현충원),9,0,"1,016",251,"1,544","1,222","4,531","1,650","6,847","3,017","3,938","3,286","3,142","3,555","3,721","2,711","4,049","2,602","4,230","2,931","3,900","2,680","4,439","2,648","4,199","2,378","3,786","2,845","3,951","4,259","2,071","3,137","1,506","2,178","1,375","2,109",958,"2,143",560,"1,372",122,"1,162",1,359,0,1,0,0,2020-02-03 12:20:06
2020-01,9호선,4121,구반포,3,0,552,156,"1,516","1,757","3,798","2,688","6,026","6,654","4,212","5,889","3,798","4,708","4,153","4,852","4,973","5,322","5,711","6,114","6,086","5,253","6,007","5,615","6,133","5,522","7,101","6,686","9,013","9,638","5,479","7,103","4,112","3,856","4,255","3,387","3,564","3,568","1,022","2,527",201,728,3,7,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4122,신반포,0,0,409,293,"1,609","2,500","4,905","4,914","7,913","8,453","5,641","6,165","4,727","4,717","4,195","3,423","5,002","3,584","5,388","4,731","4,773","4,388","5,694","4,957","6,011","4,616","7,653","5,650","8,509","7,746","4,749","6,411","3,132","3,697","3,043","3,533","2,037","3,389",786,"2,385",154,662,1,0,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4123,고속터미널,15,0,"2,275","1,427","4,690","14,026","14,094","18,913","20,674","31,432","16,459","32,965","16,405","36,241","19,503","40,866","23,293","41,851","25,922","44,985","28,749","44,314","32,991","46,286","37,059","46,920","39,137","49,701","39,662","55,184","34,042","38,962","31,392","24,836","26,051","20,885","19,052","18,774","7,457","10,419",977,"2,322",23,19,0,1,0,0,2020-02-03 12:20:06
2020-01,9호선,4124,사평,1,0,720,205,"2,594","2,100","8,714","3,739","10,560","5,720","6,807","3,476","4,868","2,647","4,943","2,818","5,333","3,545","5,150","4,755","4,700","4,667","4,936","4,864","6,172","5,961","7,255","7,088","7,562","10,358","4,496","8,588","2,619","5,277","1,979","5,200","1,693","5,008",646,"2,828",190,940,0,9,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4125,신논현,14,0,"6,822","1,840","14,899","15,272","30,770","44,740","43,791","100,976","31,132","103,451","27,319","57,999","33,156","49,577","40,527","50,125","46,158","58,216","48,774","52,799","56,078","52,895","65,445","59,012","86,315","71,706","119,209","113,824","88,102","82,216","68,643","37,921","78,641","31,265","78,639","26,253","42,262","16,764","7,489","3,878",43,738,0,1,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4201,서울역,98,0,"5,361","1,628","6,351","12,615","13,953","18,552","19,347","28,610","18,309","24,662","19,078","20,936","27,017","21,421","29,626","25,193","28,414","20,102","21,579","21,303","31,469","20,789","31,364","23,912","35,434","23,199","37,259","26,324","29,529","22,712","21,295","16,220","20,867","12,450","15,826","10,322","8,566","5,436",615,"3,317",22,53,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4202,공덕,47,0,"1,575",116,"2,396","1,179","5,653","2,878","5,862","10,641","3,865","5,395","3,199","3,126","3,437","3,387","3,861","3,579","3,404","3,880","3,244","3,755","3,435","4,369","3,767","5,190","5,026","6,763","8,971","12,123","4,551","8,597","3,237","5,441","3,444","5,278","2,707","5,831","1,551","4,107",115,"1,641",2,29,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4203,홍대입구,233,7,"4,988",491,"5,910","3,313","10,420","7,668","14,259","21,262","13,202","20,636","14,291","15,863","16,158","17,640","16,540","24,327","16,820","24,684","17,523","24,186","20,277","24,223","24,655","24,949","30,077","29,100","35,354","37,824","27,850","29,790","25,112","17,293","28,877","14,523","30,243","12,906","14,939","10,802","1,490","3,150",8,36,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4204,디지털미디어시티,62,0,"3,250",762,"6,308","5,363","16,504","23,368","18,827","89,220","11,144","40,194","8,671","14,586","9,659","10,857","10,873","11,255","12,329","13,112","12,595","10,497","15,016","10,222","18,620","10,816","34,026","13,968","88,355","21,744","35,463","16,505","21,204","9,871","18,333","8,376","14,731","7,801","6,750","5,342",829,"3,295",3,43,1,23,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4206,마곡나루,11,1,"1,194",632,"2,794","7,047","8,673","14,890","10,850","43,331","5,639","21,019","3,516","6,768","4,351","4,107","5,401","4,524","5,348","5,126","5,196","4,930","7,900","4,438","12,530","4,861","35,640","6,270","36,364","10,160","14,590","8,219","8,753","4,746","6,953","4,656","4,568","4,708","2,021","2,961",366,"2,233",2,38,0,4,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4207,김포공항,22,0,"2,022","2,134","3,349","11,306","6,844","22,504","13,758","21,346","16,891","10,016","15,759","9,907","20,636","11,091","18,223","12,716","21,825","11,919","25,094","10,954","23,454","10,477","19,130","12,488","25,578","13,044","34,378","12,699","23,151","8,954","20,288","4,179","19,447","2,617","21,249","2,259","7,029","1,546",158,961,4,18,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4208,계양,24,0,"8,077",575,"19,175","3,334","54,954","3,435","46,299","5,658","24,095","4,784","17,362","3,608","16,050","4,699","15,266","5,662","12,952","7,269","10,605","8,838","9,875","10,882","10,869","14,285","11,067","19,750","9,378","36,354","5,720","40,596","3,963","25,929","3,415","21,854","2,523","23,167","1,215","14,494",222,"4,286",5,62,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4209,검암,"1,235",4,"9,503",528,"15,805","2,650","40,362","7,819","30,076","14,921","14,977","5,800","11,429","4,321","11,703","4,078","11,508","5,472","9,248","6,419","8,376","7,251","8,244","8,323","9,738","11,275","11,455","14,736","16,534","26,884","6,008","29,794","5,053","19,448","4,468","15,714","3,050","17,332","1,426","11,353",241,"6,853",2,69,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4210,청라국제도시,118,0,"4,471",192,"15,851","3,568","32,655","7,421","18,295","17,353","10,810","4,564","8,892","3,283","9,410","3,359","9,264","4,346","7,938","5,262","7,002","5,622","7,355","6,775","8,785","9,075","12,954","11,522","20,533","19,644","5,818","23,969","4,056","14,098","3,343","12,816","2,788","12,950","1,071","9,945",188,"3,013",0,11,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4211,운서,84,4,"11,177",665,"11,424","6,828","18,283","9,553","18,946","15,265","11,548","10,149","11,465","5,314","14,451","5,933","14,972","6,940","11,844","8,538","10,860","9,294","11,128","13,221","12,398","13,472","15,869","15,394","14,498","23,461","8,045","20,267","7,676","16,455","7,938","17,504","6,599","17,796","2,961","12,611",419,"5,745",7,26,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4212,공항화물청사,1,0,649,524,"1,974","7,218","2,012","15,108","2,611","26,176","2,667","3,974",772,"2,123",732,"3,635","1,073","3,500","1,538","1,618","2,148",840,"3,096",969,"4,841","1,377","9,406","1,495","20,085",925,"5,160","3,098","3,153","3,191","5,004","1,083","2,550",348,801,173,2,60,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4213,인천공항1터미널,0,0,"11,551","9,021","14,844","17,909","18,434","35,664","21,011","40,712","20,055","26,667","16,763","22,684","20,259","30,912","23,538","39,807","27,614","33,325","30,884","33,656","39,132","23,633","34,910","30,659","36,868","27,311","40,905","26,267","26,367","24,860","25,089","21,480","29,352","13,236","31,422","9,731","17,358","7,377",276,"8,501",49,57,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4215,인천공항2터미널,0,0,"4,880","3,984","6,470","8,043","7,022","14,978","7,405","14,108","8,008","8,751","3,742","9,521","5,659","10,852","9,050","12,654","6,562","9,308","9,108","8,153","12,136","10,369","13,788","9,215","18,572","10,997","21,581","6,652","10,589","3,380","9,532","2,616","9,683","2,714","6,963","1,373","3,302",966,7,884,2,6,0,0,0,0,2020-02-03 12:20:06
2020-01,공항철도 1호선,4217,영종,7,2,"2,339",139,"5,639","1,715","9,823","2,155","7,937","3,301","6,610","2,333","6,104","1,899","5,787","2,677","5,902","3,147","4,957","3,441","4,367","4,236","4,303","4,848","4,416","5,167","5,144","6,863","4,007","8,688","2,640","9,918","1,964","6,839","1,783","6,943","1,259","6,450",714,"5,014",125,"2,618",0,9,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4126,언주,8,1,"1,648",943,"3,019","7,123","5,507","14,466","9,139","49,746","8,520","38,072","8,455","18,745","10,315","11,082","12,025","11,336","11,896","13,000","13,427","11,467","15,580","11,537","18,763","10,675","29,743","13,142","50,636","15,575","25,466","12,528","15,464","8,052","13,498","7,073","9,527","5,931","4,256","4,251",716,"1,652",8,95,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4127,선정릉,0,0,"1,004",989,"3,686","4,895","8,256","13,650","9,890","50,921","7,489","41,513","6,505","17,412","7,990","12,992","9,923","11,328","10,459","12,153","11,950","11,453","12,877","10,158","15,029","10,935","21,884","12,139","46,110","14,565","28,127","11,531","14,737","7,373","13,515","7,409","10,767","7,061","4,292","4,456",799,"1,562",0,12,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4128,삼성중앙,8,0,800,378,"2,511","3,711","5,047","11,558","6,509","37,304","5,373","23,815","5,407","10,968","5,874","6,861","6,777","7,215","7,748","7,860","8,430","6,538","9,373","7,421","10,940","7,279","17,351","8,918","35,465","12,426","17,655","8,933","10,405","5,657","9,003","4,676","6,571","4,356","2,880","3,112",607,950,2,6,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4129,봉은사,5,0,"1,636","1,273","4,819","10,553","9,652","30,794","10,416","97,634","9,641","65,551","9,532","34,280","14,068","34,691","18,676","32,076","23,222","33,301","26,851","29,780","33,306","24,953","41,105","24,476","59,708","25,669","95,277","27,795","53,698","19,256","37,989","9,842","36,078","8,505","27,083","7,094","8,155","4,156",984,"1,127",5,8,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4130,종합운동장,10,0,"1,250",330,"3,860","1,755","9,057","4,179","11,510","9,314","7,393","7,058","5,263","4,682","5,898","4,744","6,305","5,072","7,086","5,915","6,440","5,917","6,805","6,410","7,816","6,671","10,101","9,245","12,635","15,377","7,606","12,028","6,548","7,006","7,476","6,340","7,643","6,069","3,764","4,117",509,"1,124",6,29,0,1,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4131,삼전,1,0,"3,161",394,"5,545","1,872","15,225","3,141","26,275","8,354","16,866","6,497","10,034","5,357","8,754","5,609","9,506","6,220","9,967","6,518","8,631","7,753","8,321","8,345","8,646","9,964","10,194","13,628","11,810","21,589","7,170","20,309","5,643","12,786","4,601","11,741","3,822","11,775","2,006","8,393",335,"2,514",1,533,0,5,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4132,석촌고분,0,0,"2,145",207,"4,515","1,505","12,725","2,875","22,055","8,754","13,877","7,630","9,019","5,025","8,425","4,871","8,843","5,583","8,216","6,727","7,908","6,696","7,842","7,930","7,918","8,376","9,231","11,297","11,429","18,050","6,139","17,340","4,477","11,300","4,010","10,065","3,542","9,451","1,562","6,641",271,"2,143",2,13,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4133,석촌,9,0,"2,563",158,"7,222","1,674","19,303","3,827","26,878","8,210","16,969","8,327","10,947","6,381","10,414","6,521","11,153","6,925","11,206","8,650","10,329","8,122","10,329","8,841","11,771","10,433","12,910","12,673","14,591","22,290","9,283","20,783","7,676","11,698","7,832","11,605","6,817","11,798","2,981","6,999",603,"2,121",2,23,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4134,송파나루,0,0,"1,626",239,"2,876","1,683","9,179","2,558","12,892","8,149","8,567","6,387","5,401","4,496","5,603","5,279","6,178","5,673","6,294","7,266","6,094","6,167","6,849","6,702","6,836","8,130","8,119","10,482","11,192","16,577","6,451","14,520","5,726","7,008","5,534","6,744","4,683","6,338","1,965","4,099",436,"1,477",4,12,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선2~3단계,4135,한성백제,0,0,761,150,"2,045",887,"5,027","1,545","7,489","5,018","4,540","4,095","2,951","2,565","2,942","2,562","3,524","2,989","3,584","3,222","3,717","3,802","4,264","3,285","4,364","3,445","5,863","3,981","6,913","5,807","2,839","5,578","2,483","3,499","2,089","3,038","1,554","3,124",634,"1,952",147,639,3,5,0,2,0,0,2020-02-03 12:20:06
