사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-01,중앙선,1212,양수,0,0,710,202,"1,703",542,"5,625","1,246","3,609","2,307","4,004","2,920","4,181","3,024","3,886","2,892","3,622","3,213","4,066","3,574","4,081","3,669","3,924","3,480","3,960","4,116","3,958","4,557","3,223","4,283","1,427","4,075","1,283","3,969",838,"2,693",808,"2,772",325,"1,276",16,724,0,1,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1213,신원,0,0,79,2,222,23,476,119,357,423,369,343,368,439,397,325,422,264,412,279,445,271,559,318,443,383,349,306,386,334,100,308,90,268,45,191,26,154,16,70,0,47,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1214,국수,0,0,531,16,939,145,"1,804",364,"1,854","1,306","2,096",957,"1,735","1,146","1,613","1,188","1,617","1,155","1,875","1,139","1,690","1,123","1,302","1,457","1,333","1,879","1,146","1,537",651,"1,918",384,"1,489",367,"1,494",292,"1,058",120,"1,020",97,795,6,290,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1215,아신,2,0,385,34,785,177,"1,941",448,"1,284",872,"1,510",637,"1,416",818,"1,230",873,"1,156",841,"1,029",933,"1,062",936,"1,047","1,190","1,034",935,"1,163","1,352",911,"1,656",499,"1,299",313,"1,104",230,936,112,931,97,785,6,248,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1216,오빈,2,0,125,7,377,151,874,215,850,423,972,245,810,432,623,411,670,386,608,421,475,428,430,707,442,561,548,877,413,931,220,707,151,519,74,433,44,503,20,284,4,157,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1217,양평,33,5,"1,255",73,"2,190","1,173","7,599","2,676","5,168","5,965","5,642","4,778","6,402","5,287","5,867","6,622","7,251","6,264","6,818","5,666","6,617","7,079","7,904","6,209","6,615","5,701","6,824","7,224","6,334","6,296","3,215","6,412","2,720","5,702","2,498","3,225","1,949","3,118",958,"4,138",165,"1,410",0,6,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1218,원덕,28,0,301,3,448,55,992,193,934,405,"1,179",388,"1,066",483,832,718,818,673,794,470,702,753,734,827,691,789,599,"1,106",526,907,236,705,137,594,73,745,55,365,16,355,3,205,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1219,용문,206,1,786,10,"2,083",347,"3,364","1,147","4,398","2,893","3,724","2,048","4,853","3,245","3,810","6,699","5,226","7,755","5,911","4,514","7,200","5,952","7,515","5,306","5,889","3,861","3,680","4,976","2,914","4,031","1,550","3,130","1,044","3,418",762,"1,924",456,"1,958",117,"1,818",1,948,0,6,0,0,0,0,2020-02-03 12:20:06
2020-01,중앙선,1220,지평,0,0,0,0,0,0,304,141,155,41,1,0,410,303,0,0,0,0,1,1,2,0,5,0,390,486,1,0,27,89,72,123,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,장항선,1401,봉명,89,0,972,354,"1,313",765,"1,958","2,943","1,953","2,747","2,580","3,571","2,269","2,345","2,515","1,830","3,152","2,352","2,048","2,527","1,949","1,614","3,173","1,658","2,258","2,047","2,909","1,386","2,277","2,305","1,258","1,539",821,"1,390",666,"1,085",446,896,476,637,7,246,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,장항선,1402,쌍용(나사렛대),26,0,"1,678",260,"3,547",740,"5,872","1,289","4,775","2,669","4,112","2,850","3,181","1,636","2,827","1,826","4,045","3,054","2,932","2,840","2,647","2,055","3,866","2,564","2,713","4,114","2,803","3,016","3,299","5,852","2,058","4,737","1,809","4,317","1,543","2,875","1,035","2,426",746,"1,915",43,512,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,장항선,1403,아산,9,1,738,573,"1,884","2,359","4,411","3,872","4,906","4,462","3,564","5,345","3,416","3,727","3,583","3,095","5,066","5,622","3,776","4,955","4,437","3,608","7,501","3,981","4,763","5,316","5,570","4,072","8,902","6,982","5,874","4,528","4,687","3,998","5,000","2,711","3,023","2,136","2,461","1,437",310,375,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,장항선,1405,배방,17,0,936,137,"1,253",703,"2,150",914,"2,432","1,467","1,911","1,230","1,627","1,073","1,750",914,"1,918","1,866","1,659","1,528","1,589","1,133","1,985","1,659","1,476","2,362","1,933","1,867","2,430","2,801","1,184","2,249","1,118","2,101",870,"1,471",529,"1,290",407,"1,181",177,392,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,장항선,1407,온양온천,221,2,"1,958",713,"3,706","2,442","6,630","4,721","8,283","8,202","9,287","8,376","7,864","10,586","11,070","12,210","11,191","16,572","11,796","7,952","16,992","10,838","11,875","8,595","9,969","8,140","10,342","9,850","9,121","9,153","4,422","7,638","3,673","6,219","2,319","5,188","1,804","3,713","1,092","2,471",317,"1,527",0,3,0,0,1,1,2020-02-03 12:20:06
2020-01,장항선,1408,신창(순천향대),150,1,507,93,949,270,"2,300","1,714","1,318","2,671","2,402","1,456","2,094","1,891","2,134","2,116","2,662","2,587","1,971","1,211","4,194","2,358","1,705","1,825","2,222","1,471","4,857","2,927","2,339","2,311","1,334","1,803",813,"2,013",723,"1,471",400,"1,981",242,"1,198",85,607,0,1,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1251,서울역,0,0,660,11,734,"5,878","1,804","18,616","3,026","39,766","2,014","19,919","1,646","7,587","2,125","5,842","3,068","4,916","3,870","6,735","4,448","2,184","5,456","4,905","8,326","3,386","13,479","6,236","31,358","6,142","12,875","3,950","9,625","3,027","4,249","1,297","1,952",193,"2,566","1,236",11,157,1,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1252,신촌,0,0,173,7,291,859,369,"2,414",496,"7,394",487,"3,081",598,"1,889",772,"1,537","1,045","2,120","1,065","1,641","1,209","1,198","1,538","1,198","2,299","1,032","3,769","1,942","3,601","1,963","1,626","1,321","1,752",742,"1,407",399,"1,385",148,563,411,2,87,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1261,효창공원앞,3,0,548,216,"1,601","1,689","4,189","3,758","6,494","14,951","4,311","9,211","3,126","4,004","3,339","3,312","3,383","3,240","3,737","3,394","3,763","3,371","3,908","3,636","4,654","4,160","6,328","4,446","12,913","7,392","6,161","5,938","3,799","4,109","3,018","3,749","2,296","3,818","1,119","2,737",121,613,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1262,공덕,28,1,465,137,"1,923","1,395","4,482","6,202","5,039","18,539","4,560","8,255","4,616","3,463","4,913","3,430","5,283","3,583","5,303","3,260","5,144","3,753","5,278","3,550","5,859","4,210","8,939","5,137","17,732","7,441","7,592","5,147","6,132","3,729","6,130","3,479","5,003","3,057","2,802","1,893",343,567,0,3,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1263,서강대,3,0,516,170,"1,717","1,142","2,486","3,025","3,794","7,408","2,992","5,752","2,453","3,542","2,975","3,248","3,094","4,193","3,498","3,500","3,290","3,804","5,034","3,567","4,975","3,349","5,583","4,290","6,223","4,874","3,775","3,683","3,422","2,393","3,849","2,310","3,698","1,878","1,673","1,352",157,323,1,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1264,홍대입구,8,0,461,103,927,675,"1,304","1,730","1,913","5,864","1,453","4,782","1,335","3,372","1,511","3,972","1,923","5,807","2,363","5,262","2,705","5,343","3,059","5,086","3,895","5,136","5,137","5,706","6,667","7,314","5,444","5,318","4,902","3,217","5,919","2,685","7,069","1,969","3,212","1,580",212,360,0,3,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1265,가좌,0,0,"1,982",216,"6,250","2,360","17,554","3,264","23,276","7,843","11,317","6,537","8,694","5,584","8,343","5,155","9,098","7,362","8,301","7,701","7,909","8,085","8,257","9,124","8,795","10,281","8,937","11,569","9,482","15,082","5,514","14,941","3,841","8,619","3,347","7,529","2,266","5,589","1,054","5,073",35,997,0,6,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1266,디지털미디어시티,3,0,953,304,"2,122","1,501","7,905","1,717","8,850","3,724","4,328","2,795","3,353","2,199","3,474","1,975","3,569","2,738","3,424","2,685","3,425","2,866","3,764","3,106","4,016","3,866","5,133","4,988","5,553","8,373","3,235","7,036","2,134","4,058","1,855","4,012","1,419","3,679",910,"2,804",147,565,1,7,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1267,수색,0,0,534,372,"1,407","2,594","2,029","4,096","2,865","16,060","2,333","8,861","1,914","3,821","2,336","2,517","2,293","2,529","2,608","3,085","2,889","2,858","3,272","2,594","3,953","2,850","6,849","3,010","13,978","2,671","5,676","2,019","3,202","1,421","2,652","1,226","1,821","1,103",716,729,39,216,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1268,화전,0,0,460,245,"1,122",944,"3,184","1,954","5,184","4,336","3,294","4,407","2,273","2,325","2,630","2,079","2,976","2,277","2,833","2,681","3,038","2,140","3,106","2,204","4,124","2,317","4,782","2,396","4,806","2,950","2,156","3,529","1,622","2,536","1,101","2,061",814,"1,820",565,"1,748",53,780,0,1,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1269,강매,0,0,"1,785",215,"4,691",946,"16,514","1,057","15,272","3,110","7,126","1,445","4,990","1,172","4,275","1,628","4,051","1,903","3,757","2,444","2,992","2,576","2,925","3,394","2,948","4,254","2,922","5,701","3,752","8,554","1,539","10,507",981,"5,974",976,"5,189",516,"4,946",287,"3,502",12,"1,388",0,7,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1270,행신,0,0,"3,167","1,129","11,133","5,417","38,322","4,907","33,047","9,699","15,560","7,026","11,076","4,730","12,661","6,615","12,067","7,561","10,159","9,313","8,872","8,586","8,607","9,740","12,200","12,666","13,470","17,413","11,670","31,536","7,104","31,081","6,757","14,434","5,402","14,269","5,433","12,761","2,534","8,682",510,"3,148",0,10,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1271,능곡,1,0,"1,987",311,"5,346","1,900","15,165","2,552","14,301","5,254","8,571","3,380","6,433","3,014","5,818","3,420","5,851","3,757","5,856","4,116","4,751","4,714","4,768","5,351","4,943","6,036","5,540","8,061","5,767","10,372","3,171","9,833","2,264","6,632","1,926","5,847","1,264","5,479",619,"3,848",50,"2,189",1,17,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1272,곡산,1,1,181,179,528,509,"1,528","1,049","1,428","2,319",897,802,724,588,728,624,750,665,808,682,906,813,988,615,938,751,"1,206",874,"1,775","1,471",548,"1,095",433,778,367,694,235,606,136,317,6,107,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1273,백마,3,0,"3,148","1,130","13,241","2,880","34,008","6,393","24,019","10,857","12,597","5,997","9,996","4,750","9,784","4,478","10,474","6,187","9,311","6,679","8,518","7,468","8,606","7,696","9,145","10,297","10,998","10,771","12,315","23,329","5,299","22,756","3,668","13,854","3,580","12,038","3,464","11,417","1,089","8,288",122,"2,247",0,4,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1274,풍산,3,0,"3,181",476,"8,947","1,775","22,514","3,754","17,674","6,288","11,595","5,471","8,400","4,704","8,633","5,514","8,235","6,119","8,496","6,368","7,727","6,471","8,127","7,672","8,062","8,503","8,471","10,604","8,886","17,727","5,138","16,138","4,061","11,286","4,615","9,332","3,045","8,132",996,"6,675",126,"1,617",2,14,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1275,일산,13,0,"5,568",936,"17,922","3,071","46,199","5,557","31,821","11,552","17,694","9,076","13,376","7,174","14,331","7,878","15,776","9,379","13,272","11,448","12,548","11,924","12,594","12,985","12,558","15,205","11,380","17,833","12,601","30,667","6,888","32,133","5,198","20,650","4,558","16,817","4,063","15,724","1,410","9,850",255,"3,605",1,11,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1276,탄현,21,2,"4,970",538,"14,929","2,834","38,891","5,950","23,846","9,005","14,467","6,292","12,337","4,753","11,856","5,701","11,292","6,996","10,385","7,423","9,746","8,596","10,270","10,043","10,530","11,113","10,410","16,881","12,159","25,483","6,372","30,124","5,325","17,682","4,915","15,325","4,194","13,065","1,627","7,288",240,"5,171",0,13,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1277,야당,8,1,"3,840",298,"11,331","2,258","20,809","4,344","18,065","6,586","10,454","5,649","9,397","3,664","8,666","4,757","8,855","5,256","7,713","6,002","7,308","6,844","7,677","7,954","8,442","8,508","8,675","13,783","8,473","17,571","5,494","19,740","4,838","11,235","4,806","10,291","4,362","9,902","2,064","5,565",364,"3,687",1,3,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1278,운정,44,0,"2,787",255,"13,698","3,096","25,995","4,837","22,360","8,258","12,590","4,629","10,853","3,955","9,591","4,515","9,871","5,755","8,714","5,913","7,576","6,684","7,677","8,449","8,992","10,364","9,605","13,118","9,741","18,782","4,589","19,628","3,707","11,956","2,862","11,481","2,240","10,346",704,"6,370",89,"3,152",0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1279,금릉,59,0,"2,859",371,"7,183","2,008","15,833","4,031","11,017","8,930","8,634","5,118","7,761","4,435","7,860","4,048","7,997","4,513","8,035","5,806","6,909","6,174","6,711","7,445","7,096","8,443","8,373","9,989","9,619","13,891","5,116","14,923","4,228","7,573","3,525","7,464","3,248","6,913","1,139","5,288",166,"2,835",1,3,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1280,금촌,81,1,"3,130",247,"9,091","3,741","18,884","9,503","19,285","15,649","13,281","9,803","11,849","8,303","11,570","7,845","13,157","10,170","12,504","10,411","11,271","11,140","11,957","11,563","13,176","13,478","13,779","14,726","16,386","18,233","8,555","19,696","6,431","10,935","5,330","9,662","3,537","7,872","1,320","6,472",219,"3,059",0,22,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1282,월롱,18,0,481,25,769,"2,505","1,900","7,597","2,592","9,033","2,169","2,315","1,817","1,684","2,206","1,334","2,577","2,520","2,755","1,590","1,904","1,651","3,013","1,847","3,620","2,293","7,500","2,364","12,709","2,790","4,374","2,745","3,460","2,620","1,686","2,813",881,"2,149",222,"2,153",8,777,0,5,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1283,파주,23,0,845,4,"1,279",382,"2,957","1,887","3,838","3,780","2,243","1,148","2,247","1,092","2,232",968,"2,155","1,294","1,912","1,056","1,897","1,190","1,933","1,283","2,027","1,505","2,646","1,352","4,161","1,628","1,166","1,907",821,"1,379",743,"1,095",322,"1,248",120,961,5,371,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1284,문산,957,6,"2,933",15,"7,931","2,472","17,131","6,217","18,854","12,423","12,054","5,995","10,210","6,350","9,893","6,848","10,442","8,135","10,380","8,775","10,121","8,244","9,915","11,353","9,848","11,414","11,659","11,922","11,943","16,566","5,905","16,266","4,546","11,350","3,729","9,326","2,219","6,814",493,"6,001",0,"3,572",0,5,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1291,서울역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1293,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1296,계양,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1311,신내,3,0,544,333,"1,233","1,816","4,241","1,746","4,463","3,275","2,615","1,348","2,075","1,358","2,080","1,435","2,039","1,642","2,193","1,752","1,950","2,029","2,123","2,356","2,295","2,621","3,163","2,976","2,511","3,622","1,240","3,798","1,009","1,957",856,"1,794",725,"1,597",470,"1,081",23,418,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1312,갈매,13,0,"1,347",274,"3,386","1,130","15,545","2,061","9,831","3,577","6,351","2,122","3,862","2,532","3,219","1,874","3,679","2,059","3,385","2,516","3,221","3,086","2,845","3,879","3,241","3,440","3,458","5,265","4,591","6,223","2,440","10,734","1,820","5,198","2,301","2,987","1,468","3,701",754,"2,170",20,911,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1313,별내,17,1,824,913,"1,860","3,176","7,819","3,665","7,545","5,493","4,593","3,814","3,887","2,848","3,504","2,880","3,835","3,229","3,753","2,910","3,777","3,870","4,151","4,409","5,284","4,136","6,436","5,774","5,318","6,212","3,084","7,310","2,449","3,869","2,278","2,559","2,239","2,677","1,201","1,741",40,388,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1314,퇴계원,3,1,"2,317",498,"4,795","1,530","18,271","2,972","13,194","4,122","9,172","2,318","7,090","2,573","5,793","2,918","5,936","3,381","5,691","3,694","4,494","4,288","4,348","5,389","4,426","6,397","4,851","8,060","5,470","12,491","3,147","11,435","2,006","7,615","1,824","5,304","1,297","6,098",656,"3,632",46,"1,125",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1315,사릉,25,0,"1,894",659,"5,249","1,797","15,376","4,596","12,868","5,450","6,969","2,379","5,986","2,523","4,935","2,634","5,332","2,720","4,815","3,035","3,748","3,492","4,125","3,530","3,852","6,039","5,241","5,906","6,809","9,708","2,905","13,853","1,730","5,620","1,413","5,598",855,"5,543",472,"3,285",47,981,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1316,금곡,4,0,"1,173",304,"1,944",831,"4,607","1,904","4,868","4,084","2,970","1,956","3,220","1,871","2,602","1,650","2,660","2,038","2,602","1,778","2,441","2,327","2,734","2,235","2,087","3,010","2,905","2,802","3,701","3,793","1,210","3,680",785,"1,810",683,"1,918",599,"1,787",226,"1,268",11,339,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1317,평내호평,510,5,"4,954","1,172","8,121","2,462","24,329","3,915","17,980","8,121","10,242","6,886","9,960","5,678","8,533","5,554","9,919","7,233","8,504","6,996","8,117","9,000","8,892","8,473","8,481","9,015","9,530","13,666","9,384","16,521","5,634","21,427","4,264","10,974","4,265","9,071","4,294","7,384","1,919","6,744",49,"2,498",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1318,천마산,11,1,861,238,"2,698",580,"6,278","1,437","5,310","1,283","4,642","1,353","3,974","1,581","3,269","1,434","3,123","1,999","2,628","1,964","2,502","2,322","2,071","3,043","2,003","3,052","1,951","3,634","2,093","4,553",855,"4,479",642,"3,218",532,"2,708",351,"1,730",173,"1,360",9,331,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1319,마석,11,1,"1,196",394,"5,526","2,669","13,777","5,146","9,598","6,550","8,001","4,892","7,541","4,291","7,040","4,089","7,247","4,612","6,294","5,670","6,509","6,167","6,237","6,793","6,713","5,470","5,990","8,112","7,364","8,992","3,083","12,554","2,800","7,057","2,247","5,132","1,575","4,791",669,"2,275",34,"1,133",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1320,대성리,0,0,221,54,743,152,"1,003",588,"1,034",942,"1,042",481,"1,292",672,"2,707",650,"1,765","1,038",976,"1,798",902,"1,980",900,"1,400","1,169","1,659","1,320","1,250","1,012","1,094",491,839,346,685,217,520,182,532,75,235,1,5,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1321,청평,5,1,935,83,"1,743",456,"3,088","1,676","4,851","3,659","3,834","2,973","4,191","2,931","6,574","2,507","4,547","3,312","3,762","3,562","3,752","5,193","3,284","3,670","3,497","5,002","4,149","4,404","3,672","4,445","2,603","3,976","2,171","2,176","1,208","2,237",667,"1,832",237,"1,222",10,288,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1322,상천,0,0,94,30,293,106,573,123,669,540,550,421,453,524,616,548,558,529,778,450,774,416,614,551,758,536,570,506,328,576,195,453,80,333,75,330,24,187,9,96,0,60,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1323,가평,0,0,568,123,"1,462",672,"2,261","1,854","3,686","4,496","3,141","2,989","3,875","3,315","5,767","4,198","3,756","5,973","3,397","4,225","3,872","4,830","4,379","4,559","4,418","2,997","5,184","3,607","5,108","3,756","1,853","3,148","1,573","2,071","1,110","1,705",709,"1,408",344,"1,108",26,414,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1324,굴봉산,0,0,22,2,34,17,144,84,222,333,320,381,240,641,747,398,350,391,275,336,364,341,368,332,338,239,277,250,161,281,103,190,74,164,59,87,52,64,42,58,5,30,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1325,백양리,0,0,175,12,65,38,73,453,195,"1,021",183,516,339,805,"1,015",782,648,756,512,628,537,575,811,608,857,415,"1,412",410,744,356,291,265,431,246,352,209,351,239,224,247,32,23,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1326,강촌,3,0,72,12,129,73,258,210,492,814,573,"1,022",634,"1,208","1,165","1,187","1,052",700,"1,047",833,967,687,"1,187",845,"1,297",769,"1,371",610,851,639,418,496,254,389,213,306,94,338,37,285,11,40,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1327,김유정,3,0,78,15,148,42,349,332,510,485,483,734,504,"1,160",559,"1,419",683,"1,134",866,"1,060","1,014",996,"1,233",867,"1,297",627,"1,333",473,602,394,201,357,118,262,92,186,38,204,24,113,27,34,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1328,남춘천,423,2,"1,229",6,"3,401",698,"3,962","1,980","4,897","3,587","5,745","3,951","5,190","3,512","5,056","7,517","4,923","8,472","6,212","4,847","7,469","5,849","6,501","5,586","6,219","5,046","5,807","7,179","4,880","4,516","3,588","9,018","3,006","4,022","2,645","2,803","1,703","4,448",603,"2,131",9,"1,461",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경춘선,1329,춘천,264,1,433,9,"1,648",266,"1,820",924,"2,508","2,163","3,033","1,808","2,739","2,336","2,914","4,049","2,596","3,395","3,589","4,186","4,542","3,433","4,816","3,893","5,208","2,670","4,830","2,935","3,471","2,516","2,364","3,217","1,519","1,549","1,119","1,595",544,"1,352",102,843,5,667,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1878,달월,0,0,1,2,27,48,90,61,100,409,69,68,48,37,52,44,71,70,81,75,75,76,126,49,157,65,559,101,327,100,69,50,22,37,13,18,15,25,10,16,3,10,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1879,월곶,1,0,999,214,"2,914","1,113","7,922","2,071","7,082","2,564","4,235","2,645","3,543","2,791","3,688","3,613","3,710","3,435","3,971","3,378","3,779","3,550","3,822","3,878","4,167","4,471","4,898","5,764","5,823","8,095","3,669","5,702","2,318","4,010","2,042","3,277","1,382","3,214",813,"2,227",26,490,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1880,소래포구,0,0,"2,000",405,"5,214","1,813","12,897","2,866","10,818","6,645","6,734","6,501","5,630","4,963","6,138","7,063","8,590","9,891","8,313","9,378","9,537","9,439","11,181","8,663","11,583","8,529","9,953","9,597","8,557","11,814","5,647","9,343","4,501","6,424","4,248","5,709","3,683","5,247","1,911","3,722",130,979,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1881,인천논현,3,0,"1,908",598,"5,373","3,799","12,482","7,310","12,942","14,316","8,692","10,253","8,144","7,041","8,219","7,865","9,569","9,151","9,623","10,167","9,399","10,175","10,344","10,368","10,150","11,736","12,689","14,438","14,563","18,561","9,080","13,478","7,468","8,738","8,044","7,506","6,315","6,495","3,475","3,883",459,"1,104",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1882,호구포,0,0,"1,450",820,"2,997","4,448","5,634","15,812","7,286","15,604","4,358","4,183","4,023","2,838","4,155","2,985","4,909","3,350","5,112","3,609","4,854","3,952","4,745","4,442","5,190","5,057","12,134","6,163","14,927","7,840","5,559","6,055","5,587","3,879","3,871","3,704","2,113","3,010","1,286","2,149",188,611,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1883,남동인더스파크,0,0,343,663,765,"3,206","1,007","15,481","1,656","18,042","1,221","3,135","1,150","1,510","1,567","1,482","1,712","1,319","1,898","1,519","2,129","1,346","3,088","1,105","3,417","1,057","10,147","1,434","12,461","1,828","4,784","2,059","3,645","1,261","2,147",928,730,559,249,410,42,152,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1884,원인재,18,3,"2,884",598,"6,083","2,356","12,907","4,079","14,636","5,994","8,591","4,345","6,867","4,308","7,120","4,644","7,247","5,521","7,883","6,511","6,944","6,716","6,741","7,580","6,968","8,972","7,714","11,323","8,124","15,627","4,739","11,297","3,987","8,679","3,704","8,347","2,787","6,953","1,688","4,757",267,"1,650",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1885,연수,1,0,"2,045",853,"5,054","2,175","12,599","3,618","12,281","10,408","7,017","7,188","6,346","6,574","6,758","7,061","7,579","6,753","8,733","7,926","8,207","7,507","8,272","7,997","8,400","9,418","9,460","11,641","12,760","18,038","6,567","11,816","5,798","8,415","6,110","6,427","5,292","5,454","3,258","3,827",575,966,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1886,송도,1,0,"1,522",234,"3,285","1,061","8,607","1,768","9,151","3,129","4,864","2,466","4,154","2,523","4,464","3,104","5,273","3,380","5,212","3,567","4,686","3,779","4,326","4,885","4,432","5,733","4,614","6,622","4,711","8,979","2,639","5,834","1,706","3,903","1,483","3,890","1,086","3,527",508,"2,870",64,662,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1888,인하대,1,0,"2,196",448,"7,149","2,597","17,701","3,724","15,294","9,997","7,490","6,552","6,535","4,387","7,188","4,987","7,493","6,892","7,719","7,283","7,528","6,902","8,124","7,793","10,253","9,092","11,388","12,330","10,066","18,489","5,756","10,954","4,448","7,287","4,289","7,133","3,921","7,124","2,617","3,540",82,"1,278",0,0,0,0,0,0,2020-02-03 12:20:06
